1622480718,2,1.00,33.57
1622480793,1,1.00,7.84
1622480947,1,1.00,22.10
1622480982,1,1.00,18.83
1622481097,0,1.00,5.68
1622481107,2,1.00,144.92
1622481303,2,1.00,74.97
1622481774,0,1.00,102.31
1622481943,0,1.00,9.90
1622482271,2,1.00,85.07
1622482716,0,1.00,12.81
